#Time Stamp,seconds since epoch,Input A,Input B,Input C,Input D1,Input D2,Pressure
Tue Feb  2 11:32:01 2016,1454430721.868022,;;;;,+299.388,+299.229,+299.026,+300.129,2.341E+0
Tue Feb  2 11:32:03 2016,1454430723.370888,+299.367,+299.388,+299.229,+299.027,+300.129,2.341E+0
Tue Feb  2 11:32:04 2016,1454430724.873551,+299.367,+299.388,+299.229,+299.028,+300.129,2.341E+0
Tue Feb  2 11:32:06 2016,1454430726.376235,+299.367,+299.388,+299.229,+299.028,+300.129,2.342E+0
Tue Feb  2 11:32:07 2016,1454430727.878836,+299.367,+299.388,+299.229,+299.027,+300.129,2.343E+0
Tue Feb  2 11:32:09 2016,1454430729.381419,+299.367,+299.389,+299.229,+299.027,+300.129,2.343E+0
Tue Feb  2 11:32:10 2016,1454430730.884074,+299.367,+299.389,+299.229,+299.027,+300.129,2.343E+0
Tue Feb  2 11:32:12 2016,1454430732.386664,+299.367,+299.389,+299.229,+299.027,+300.129,2.344E+0
Tue Feb  2 11:32:13 2016,1454430733.889291,+299.367,+299.389,+299.229,+299.027,+300.129,2.345E+0
Tue Feb  2 11:32:15 2016,1454430735.391906,+299.367,+299.389,+299.229,+299.027,+300.129,2.345E+0
Tue Feb  2 11:32:16 2016,1454430736.894561,+299.367,+299.389,+299.230,+299.027,+300.129,2.345E+0
Tue Feb  2 11:32:18 2016,1454430738.397175,+299.367,+299.389,+299.229,+299.027,+300.130,2.346E+0
Tue Feb  2 11:32:19 2016,1454430739.899833,+299.367,+299.388,+299.229,+299.027,+300.130,2.346E+0
Tue Feb  2 11:32:21 2016,1454430741.402473,+299.367,+299.389,+299.229,+299.027,+300.130,2.347E+0
Tue Feb  2 11:32:22 2016,1454430742.90512,+299.367,+299.389,+299.229,+299.027,+300.130,2.347E+0
Tue Feb  2 11:32:24 2016,1454430744.407737,+299.367,+299.389,+299.229,+299.027,+300.130,2.347E+0
Tue Feb  2 11:32:25 2016,1454430745.910391,+299.367,+299.389,+299.230,+299.027,+300.130,2.348E+0
Tue Feb  2 11:32:27 2016,1454430747.412996,+299.368,+299.389,+299.230,+299.028,+300.130,2.348E+0
Tue Feb  2 11:32:28 2016,1454430748.915641,+299.368,+299.389,+299.229,+299.028,+300.130,2.349E+0
Tue Feb  2 11:32:30 2016,1454430750.418249,+299.367,+299.389,+299.230,+299.027,+300.130,2.349E+0
Tue Feb  2 11:32:31 2016,1454430751.920905,+299.368,+299.389,+299.229,+299.027,+300.130,2.350E+0
Tue Feb  2 11:32:33 2016,1454430753.423543,+299.368,+299.389,+299.230,+299.027,+300.130,2.350E+0
Tue Feb  2 11:32:34 2016,1454430754.926086,+299.367,+299.389,+299.230,+299.028,+300.130,2.350E+0
Tue Feb  2 11:32:36 2016,1454430756.428706,+299.368,+299.389,+299.230,+299.028,+300.130,2.351E+0
Tue Feb  2 11:32:37 2016,1454430757.931326,+299.367,+299.389,+299.230,+299.028,+300.130,2.351E+0
Tue Feb  2 11:32:39 2016,1454430759.433134,+299.367,+299.390,+299.230,+299.028,+300.130,2.352E+0
Tue Feb  2 11:32:40 2016,1454430760.935844,+299.367,+299.389,+299.230,+299.028,+300.130,2.352E+0
Tue Feb  2 11:32:42 2016,1454430762.438485,+299.368,+299.389,+299.230,+299.028,+300.130,2.353E+0
Tue Feb  2 11:32:43 2016,1454430763.941134,+299.367,+299.389,+299.230,+299.028,+300.130,2.353E+0
Tue Feb  2 11:32:45 2016,1454430765.443787,+299.367,+299.390,+299.230,+299.028,+300.130,2.354E+0
Tue Feb  2 11:32:46 2016,1454430766.946451,+299.367,+299.390,+299.230,+299.028,+300.130,2.354E+0
Tue Feb  2 11:32:48 2016,1454430768.449102,+299.367,+299.390,+299.230,+299.028,+300.130,2.354E+0
Tue Feb  2 11:32:49 2016,1454430769.951799,+299.368,+299.390,+299.230,+299.028,+300.130,2.355E+0
Tue Feb  2 11:32:51 2016,1454430771.454369,+299.368,+299.390,+299.231,+299.028,+300.130,2.355E+0
Tue Feb  2 11:32:52 2016,1454430772.957067,+299.368,+299.390,+299.230,+299.028,+300.131,2.355E+0
Tue Feb  2 11:32:54 2016,1454430774.459699,+299.368,+299.390,+299.231,+299.028,+300.131,2.356E+0
Tue Feb  2 11:32:55 2016,1454430775.962388,+299.367,+299.390,+299.231,+299.028,+300.131,2.357E+0
Tue Feb  2 11:32:57 2016,1454430777.465041,+299.368,+299.390,+299.230,+299.028,+300.131,2.357E+0
Tue Feb  2 11:32:58 2016,1454430778.96766,+299.368,+299.390,+299.230,+299.028,+300.131,2.357E+0
Tue Feb  2 11:33:00 2016,1454430780.470236,+299.368,+299.390,+299.230,+299.029,+300.131,2.358E+0
Tue Feb  2 11:33:01 2016,1454430781.972946,+299.368,+299.390,+299.231,+299.029,+300.131,2.358E+0
Tue Feb  2 11:33:03 2016,1454430783.475591,+299.368,+299.390,+299.231,+299.028,+300.131,2.359E+0
Tue Feb  2 11:33:04 2016,1454430784.978263,+299.368,+299.390,+299.231,+299.029,+300.131,2.359E+0
Tue Feb  2 11:33:06 2016,1454430786.480842,+299.368,+299.390,+299.231,+299.029,+300.132,2.359E+0
Tue Feb  2 11:33:07 2016,1454430787.983485,+299.368,+299.390,+299.231,+299.029,+300.132,2.360E+0
Tue Feb  2 11:33:09 2016,1454430789.486126,+299.368,+299.390,+299.231,+299.029,+300.132,2.360E+0
Tue Feb  2 11:33:10 2016,1454430790.988769,+299.368,+299.390,+299.231,+299.029,+300.132,2.360E+0
Tue Feb  2 11:33:12 2016,1454430792.491407,+299.368,+299.390,+299.231,+299.029,+300.132,2.361E+0
Tue Feb  2 11:33:13 2016,1454430793.994027,+299.368,+299.390,+299.231,+299.029,+300.132,2.361E+0
Tue Feb  2 11:33:15 2016,1454430795.496661,+299.369,+299.390,+299.231,+299.029,+300.132,2.361E+0
Tue Feb  2 11:33:16 2016,1454430796.999309,+299.368,+299.390,+299.231,+299.029,+300.132,2.362E+0
Tue Feb  2 11:33:18 2016,1454430798.502,+299.369,+299.390,+299.232,+299.029,+300.132,2.363E+0
Tue Feb  2 11:33:20 2016,1454430800.003834,+299.369,+299.390,+299.232,+299.029,+300.132,2.363E+0
Tue Feb  2 11:33:21 2016,1454430801.506439,+299.369,+299.390,+299.231,+299.029,+300.132,2.363E+0
Tue Feb  2 11:33:23 2016,1454430803.00911,+299.369,+299.391,+299.231,+299.029,+300.132,2.364E+0
Tue Feb  2 11:33:24 2016,1454430804.51171,+299.369,+299.391,+299.232,+299.029,+300.132,2.364E+0
Tue Feb  2 11:33:26 2016,1454430806.01434,+299.369,+299.391,+299.232,+299.029,+300.132,2.364E+0
Tue Feb  2 11:33:27 2016,1454430807.516969,+299.369,+299.391,+299.231,+299.029,+300.132,2.365E+0
Tue Feb  2 11:33:29 2016,1454430809.019588,+299.369,+299.391,+299.232,+299.029,+300.132,2.365E+0
Tue Feb  2 11:33:30 2016,1454430810.522175,+299.369,+299.391,+299.231,+299.029,+300.132,2.365E+0
Tue Feb  2 11:33:32 2016,1454430812.024827,+299.369,+299.391,+299.231,+299.029,+300.132,2.366E+0
Tue Feb  2 11:33:33 2016,1454430813.527507,+299.369,+299.390,+299.232,+299.030,+300.132,2.366E+0
Tue Feb  2 11:33:35 2016,1454430815.030173,+299.369,+299.391,+299.231,+299.030,+300.132,2.367E+0
Tue Feb  2 11:33:36 2016,1454430816.532806,+299.369,+299.391,+299.231,+299.030,+300.132,2.367E+0
Tue Feb  2 11:33:38 2016,1454430818.035456,+299.369,+299.391,+299.232,+299.030,+300.133,2.368E+0
Tue Feb  2 11:33:39 2016,1454430819.53805,+299.369,+299.391,+299.232,+299.030,+300.133,2.368E+0
Tue Feb  2 11:33:41 2016,1454430821.04072,+299.369,+299.391,+299.232,+299.030,+300.133,2.368E+0
Tue Feb  2 11:33:42 2016,1454430822.543332,+299.369,+299.390,+299.232,+299.031,+300.133,2.369E+0
Tue Feb  2 11:33:44 2016,1454430824.045991,+299.369,+299.391,+299.232,+299.030,+300.133,2.369E+0
Tue Feb  2 11:33:45 2016,1454430825.548618,+299.369,+299.391,+299.232,+299.030,+300.133,2.369E+0
Tue Feb  2 11:33:47 2016,1454430827.051326,+299.369,+299.391,+299.232,+299.030,+300.133,2.370E+0
Tue Feb  2 11:33:48 2016,1454430828.553953,+299.369,+299.391,+299.232,+299.030,+300.133,2.370E+0
Tue Feb  2 11:33:50 2016,1454430830.05663,+299.369,+299.391,+299.232,+299.030,+300.133,2.370E+0
Tue Feb  2 11:33:51 2016,1454430831.559293,+299.369,+299.391,+299.232,+299.030,+300.133,2.371E+0
Tue Feb  2 11:33:53 2016,1454430833.06196,+299.369,+299.391,+299.232,+299.030,+300.133,2.371E+0
Tue Feb  2 11:33:54 2016,1454430834.564641,+299.369,+299.391,+299.233,+299.030,+300.133,2.372E+0
Tue Feb  2 11:33:56 2016,1454430836.067328,+299.370,+299.391,+299.232,+299.031,+300.133,2.372E+0
Tue Feb  2 11:33:57 2016,1454430837.569357,+299.369,+299.391,+299.232,+299.030,+300.133,2.373E+0
Tue Feb  2 11:33:59 2016,1454430839.07201,+299.369,+299.391,+299.232,+299.030,+300.133,2.373E+0
Tue Feb  2 11:34:00 2016,1454430840.574658,+299.369,+299.391,+299.232,+299.030,+300.133,2.264E+0
Tue Feb  2 11:34:02 2016,1454430842.077329,+299.370,+299.390,+299.232,+299.030,+300.133,2.140E+0
Tue Feb  2 11:34:03 2016,1454430843.580006,+299.369,+299.391,+299.232,+299.030,+300.133,2.146E+0
Tue Feb  2 11:34:05 2016,1454430845.082591,+299.369,+299.391,+299.232,+299.030,+300.133,2.144E+0
Tue Feb  2 11:34:06 2016,1454430846.585251,+299.369,+299.390,+299.232,+299.030,+300.133,2.140E+0
Tue Feb  2 11:34:08 2016,1454430848.087906,+299.369,+299.391,+299.233,+299.030,+300.133,2.134E+0
Tue Feb  2 11:34:09 2016,1454430849.590566,+299.369,+299.391,+299.233,+299.030,+300.133,2.128E+0
Tue Feb  2 11:34:11 2016,1454430851.093158,+299.369,+299.391,+299.233,+299.030,+300.134,2.121E+0
Tue Feb  2 11:34:12 2016,1454430852.59576,+299.369,+299.391,+299.233,+299.030,+300.134,2.114E+0
Tue Feb  2 11:34:14 2016,1454430854.097763,+299.369,+299.391,+299.233,+299.030,+300.134,2.107E+0
Tue Feb  2 11:34:15 2016,1454430855.600357,+299.370,+299.391,+299.233,+299.031,+300.134,2.100E+0
Tue Feb  2 11:34:17 2016,1454430857.10308,+299.370,+299.391,+299.233,+299.031,+300.134,2.092E+0
Tue Feb  2 11:34:18 2016,1454430858.605711,+299.370,+299.391,+299.233,+299.031,+300.134,2.084E+0
Tue Feb  2 11:34:20 2016,1454430860.108375,+299.370,+299.391,+299.233,+299.031,+300.134,2.078E+0
Tue Feb  2 11:34:21 2016,1454430861.610982,+299.370,+299.391,+299.233,+299.031,+300.134,2.071E+0
Tue Feb  2 11:34:23 2016,1454430863.113117,+299.370,+299.391,+299.233,+299.030,+300.134,2.065E+0
Tue Feb  2 11:34:24 2016,1454430864.615763,+299.370,+299.391,+299.233,+299.031,+300.134,2.059E+0
Tue Feb  2 11:34:26 2016,1454430866.118416,+299.370,+299.390,+299.233,+299.031,+300.134,2.052E+0
Tue Feb  2 11:34:27 2016,1454430867.621049,+299.370,+299.392,+299.233,+299.031,+300.134,2.046E+0
Tue Feb  2 11:34:29 2016,1454430869.123686,+299.370,+299.392,+299.233,+299.031,+300.134,2.040E+0
Tue Feb  2 11:34:30 2016,1454430870.626272,+299.370,+299.391,+299.233,+299.031,+300.134,2.035E+0
Tue Feb  2 11:34:32 2016,1454430872.127998,+299.370,+299.391,+299.233,+299.031,+300.134,2.028E+0
Tue Feb  2 11:34:33 2016,1454430873.63055,+299.370,+299.392,+299.234,+299.031,+300.134,2.022E+0
Tue Feb  2 11:34:35 2016,1454430875.13322,+299.370,+299.392,+299.234,+299.031,+300.134,2.016E+0
Tue Feb  2 11:34:36 2016,1454430876.635805,+299.370,+299.392,+299.233,+299.031,+300.135,2.009E+0
Tue Feb  2 11:34:38 2016,1454430878.138414,+299.370,+299.392,+299.233,+299.031,+300.135,2.003E+0
Tue Feb  2 11:34:39 2016,1454430879.641104,+299.370,+299.392,+299.233,+299.031,+300.135,1.997E+0
Tue Feb  2 11:34:41 2016,1454430881.143788,+299.370,+299.392,+299.233,+299.031,+300.135,1.992E+0
Tue Feb  2 11:34:42 2016,1454430882.646413,+299.370,+299.392,+299.233,+299.031,+300.135,1.986E+0
Tue Feb  2 11:34:44 2016,1454430884.14821,+299.370,+299.391,+299.234,+299.031,+300.135,1.981E+0
Tue Feb  2 11:34:45 2016,1454430885.65081,+299.370,+299.392,+299.234,+299.031,+300.135,1.976E+0
Tue Feb  2 11:34:47 2016,1454430887.153474,+299.370,+299.392,+299.234,+299.031,+300.135,1.970E+0
Tue Feb  2 11:34:48 2016,1454430888.655261,+299.370,+299.392,+299.233,+299.031,+300.135,1.965E+0
Tue Feb  2 11:34:50 2016,1454430890.157912,+299.370,+299.392,+299.233,+299.031,+300.135,1.959E+0
Tue Feb  2 11:34:51 2016,1454430891.660559,+299.370,+299.392,+299.234,+299.032,+300.135,1.954E+0
Tue Feb  2 11:34:53 2016,1454430893.163289,+299.370,+299.392,+299.234,+299.032,+300.135,1.947E+0
Tue Feb  2 11:34:54 2016,1454430894.66591,+299.371,+299.392,+299.234,+299.031,+300.135,1.942E+0
Tue Feb  2 11:34:56 2016,1454430896.168525,+299.371,+299.392,+299.234,+299.031,+300.135,1.937E+0
Tue Feb  2 11:34:57 2016,1454430897.671136,+299.370,+299.392,+299.234,+299.032,+300.135,1.930E+0
Tue Feb  2 11:34:59 2016,1454430899.17381,+299.370,+299.392,+299.234,+299.032,+300.135,1.925E+0
Tue Feb  2 11:35:00 2016,1454430900.676484,+299.371,+299.392,+299.234,+299.032,+300.135,1.920E+0
Tue Feb  2 11:35:02 2016,1454430902.179169,+299.371,+299.392,+299.234,+299.032,+300.135,1.915E+0
Tue Feb  2 11:35:03 2016,1454430903.681762,+299.371,+299.392,+299.234,+299.032,+300.135,1.909E+0
Tue Feb  2 11:35:05 2016,1454430905.184415,+299.371,+299.392,+299.234,+299.032,+300.135,1.905E+0
Tue Feb  2 11:35:06 2016,1454430906.687132,+299.370,+299.392,+299.234,+299.032,+300.135,1.899E+0
Tue Feb  2 11:35:08 2016,1454430908.189825,+299.370,+299.392,+299.234,+299.032,+300.135,1.893E+0
Tue Feb  2 11:35:09 2016,1454430909.692445,+299.370,+299.392,+299.234,+299.032,+300.135,1.889E+0
Tue Feb  2 11:35:11 2016,1454430911.195105,+299.370,+299.392,+299.234,+299.032,+300.135,1.884E+0
Tue Feb  2 11:35:12 2016,1454430912.697723,+299.370,+299.392,+299.234,+299.032,+300.135,1.879E+0
Tue Feb  2 11:35:14 2016,1454430914.200394,+299.370,+299.392,+299.234,+299.032,+300.135,1.874E+0
Tue Feb  2 11:35:15 2016,1454430915.703082,+299.370,+299.392,+299.234,+299.032,+300.135,1.868E+0
Tue Feb  2 11:35:17 2016,1454430917.205718,+299.370,+299.392,+299.235,+299.032,+300.135,1.864E+0
Tue Feb  2 11:35:18 2016,1454430918.70834,+299.370,+299.392,+299.234,+299.033,+300.135,1.859E+0
Tue Feb  2 11:35:20 2016,1454430920.210978,+299.370,+299.393,+299.234,+299.033,+300.136,1.854E+0
Tue Feb  2 11:35:21 2016,1454430921.713665,+299.370,+299.393,+299.234,+299.033,+300.136,1.850E+0
Tue Feb  2 11:35:23 2016,1454430923.216297,+299.370,+299.393,+299.234,+299.033,+300.136,1.846E+0
Tue Feb  2 11:35:24 2016,1454430924.717988,+299.370,+299.393,+299.234,+299.033,+300.136,1.841E+0
Tue Feb  2 11:35:26 2016,1454430926.220638,+299.370,+299.393,+299.234,+299.033,+300.136,1.837E+0
Tue Feb  2 11:35:27 2016,1454430927.722972,+299.370,+299.393,+299.234,+299.033,+300.136,1.833E+0
Tue Feb  2 11:35:29 2016,1454430929.225614,+299.370,+299.393,+299.235,+299.033,+300.136,1.827E+0
Tue Feb  2 11:35:30 2016,1454430930.728271,+299.371,+299.393,+299.234,+299.033,+300.136,1.823E+0
Tue Feb  2 11:35:32 2016,1454430932.230908,+299.371,+299.393,+299.234,+299.033,+300.136,1.819E+0
Tue Feb  2 11:35:33 2016,1454430933.733528,+299.370,+299.393,+299.234,+299.033,+300.136,1.814E+0
Tue Feb  2 11:35:35 2016,1454430935.236161,+299.371,+299.393,+299.234,+299.033,+300.136,1.807E+0
Tue Feb  2 11:35:36 2016,1454430936.738831,+299.371,+299.393,+299.234,+299.033,+300.136,1.803E+0
Tue Feb  2 11:35:38 2016,1454430938.241485,+299.371,+299.393,+299.234,+299.033,+300.136,1.798E+0
Tue Feb  2 11:35:39 2016,1454430939.74412,+299.371,+299.393,+299.234,+299.033,+300.136,1.792E+0
Tue Feb  2 11:35:41 2016,1454430941.246606,+299.371,+299.393,+299.234,+299.033,+300.136,1.789E+0
Tue Feb  2 11:35:42 2016,1454430942.748938,+299.371,+299.393,+299.234,+299.033,+300.136,1.784E+0
Tue Feb  2 11:35:44 2016,1454430944.251602,+299.371,+299.393,+299.234,+299.033,+300.136,1.778E+0
Tue Feb  2 11:35:45 2016,1454430945.754268,+299.371,+299.393,+299.234,+299.033,+300.136,1.774E+0
Tue Feb  2 11:35:47 2016,1454430947.256884,+299.371,+299.393,+299.234,+299.033,+300.136,1.768E+0
Tue Feb  2 11:35:48 2016,1454430948.759509,+299.371,+299.393,+299.234,+299.033,+300.136,1.763E+0
Tue Feb  2 11:35:50 2016,1454430950.262196,+299.371,+299.393,+299.234,+299.033,+300.136,1.759E+0
Tue Feb  2 11:35:51 2016,1454430951.764897,+299.371,+299.393,+299.234,+299.033,+300.136,1.755E+0
Tue Feb  2 11:35:53 2016,1454430953.267559,+299.371,+299.393,+299.234,+299.033,+300.136,1.749E+0
Tue Feb  2 11:35:54 2016,1454430954.770214,+299.371,+299.393,+299.234,+299.033,+300.136,1.743E+0
Tue Feb  2 11:35:56 2016,1454430956.272867,+299.371,+299.393,+299.234,+299.033,+300.136,1.737E+0
Tue Feb  2 11:35:57 2016,1454430957.775518,+299.371,+299.393,+299.234,+299.033,+300.136,1.733E+0
Tue Feb  2 11:35:59 2016,1454430959.278203,+299.371,+299.393,+299.234,+299.033,+300.136,1.728E+0
Tue Feb  2 11:36:00 2016,1454430960.780847,+299.371,+299.393,+299.234,+299.033,+300.136,1.724E+0
Tue Feb  2 11:36:02 2016,1454430962.28358,+299.371,+299.393,+299.235,+299.033,+300.136,1.719E+0
Tue Feb  2 11:36:03 2016,1454430963.786171,+299.371,+299.393,+299.235,+299.033,+300.136,1.715E+0
Tue Feb  2 11:36:05 2016,1454430965.287982,+299.371,+299.393,+299.235,+299.033,+300.136,1.709E+0
Tue Feb  2 11:36:06 2016,1454430966.790596,+299.371,+299.393,+299.235,+299.033,+300.136,1.705E+0
Tue Feb  2 11:36:08 2016,1454430968.293249,+299.371,+299.393,+299.234,+299.033,+300.136,1.703E+0
Tue Feb  2 11:36:09 2016,1454430969.795866,+299.371,+299.392,+299.234,+299.034,+300.136,1.701E+0
Tue Feb  2 11:36:11 2016,1454430971.297709,+299.371,+299.393,+299.234,+299.034,+300.136,1.693E+0
Tue Feb  2 11:36:12 2016,1454430972.80042,+299.371,+299.393,+299.235,+299.034,+300.136,1.689E+0
Tue Feb  2 11:36:14 2016,1454430974.303174,+299.371,+299.393,+299.235,+299.034,+300.136,1.686E+0
Tue Feb  2 11:36:15 2016,1454430975.805789,+299.371,+299.393,+299.234,+299.034,+300.136,1.680E+0
Tue Feb  2 11:36:17 2016,1454430977.308443,+299.371,+299.393,+299.235,+299.034,+300.136,1.672E+0
Tue Feb  2 11:36:18 2016,1454430978.811081,+299.371,+299.393,+299.235,+299.034,+300.136,1.669E+0
Tue Feb  2 11:36:20 2016,1454430980.31373,+299.371,+299.393,+299.235,+299.034,+300.136,1.665E+0
Tue Feb  2 11:36:21 2016,1454430981.816365,+299.372,+299.393,+299.235,+299.034,+300.136,1.660E+0
